internal_id,original_header,source_file,domain,organism,model_group,class,original_length,model_input_length,group_id,partition
seq_bd918d0cb00c49343b07,9001,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,675fcf46c296ad331918,train
seq_4608b576269d60cce48c,9002,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,bb29325592e4f81c10a9,validation
seq_21a6cf617b576bc09d5f,9003,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,ad866eda84a2312f3bd6,train
seq_3d269228bc1e473cbd51,9004,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,5eb7b5541000c42ccde8,train
seq_b41f573acd13b7324197,9005,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,7ae30bf6db72d5a933ea,train
seq_8ea16dd9878e7987b889,9006,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,0f97d3900571ab1a683d,validation
seq_0c54053fa50f5f067d6d,9007,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,9c4eb8c446278b2b2076,train
seq_67ceb31ef200c2aa5047,9008,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,4e86328dccc2c14584ad,validation
seq_5d7bc335a5ac31b78b70,9009,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,9d6561e0d0ffdb49eb37,train
seq_02b9d231a25e581e3876,9010,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,041b77e7b2e47fedb90b,test
seq_1dac46c83215d641db3b,9011,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,e11c5fd412c26851cb6e,train
seq_56daaecf34aedcf8de89,9012,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,3902c7a2c4a1e7cc2efd,test
seq_7cce5c17ed4714667d3f,9013,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,a9086b1d9aee2f6aa803,train
seq_cb6059202c0325c43b35,9014,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,c8189d3ca394afd79782,validation
seq_c493d54582c0c29d1657,9015,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,205af5baaa5f07092bad,train
seq_99c7e656097a7697ef07,9016,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,6ba39c10c20acb2d5af0,train
seq_395ef26881783557d313,9017,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,59d2b27b1950c3160d2d,train
seq_d930995a48d0a469bdb8,9018,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,555dda8ede5e9b5bb5d6,validation
seq_bf809ae05c0faca36e0a,9019,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,45119d54158f15859210,test
seq_eba96a67e867673b30e9,9020,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,4c2194e5bf18f664c55c,train
seq_20b2262f4fcbed89de41,9021,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,4fe0b5ec08819846574d,validation
seq_ba6d6e966e70f7e36473,9022,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,6f44ae05cf82fc0f720e,train
seq_729c2aaa5a6773a2182d,9023,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,4d6039a54e56bced66ff,train
seq_1107cf0c4720eb8b4f38,9024,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,158cf1a6f2166c0d1e14,train
seq_649ca2c296d74a6f05cd,9025,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,a803f3a3c4cca7123e8c,train
seq_ab8a23c3f30f7bf011ba,9026,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,a677eb5985e81197cffc,validation
seq_366cd25f009bd4976fb3,9027,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,becd960f2e423424c8f9,train
seq_60d88a74a0b4b4f4110c,9028,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,7ffcf98ec4823ff913b0,train
seq_0128687b6cd76f204440,9029,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,363449a2cb2cf043a2bf,test
seq_653d606f79d666b78d58,9030,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,bc4ab9e7cddc239b3b52,test
seq_2292e1d18c27ef8b2ccc,9031,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,51b8a1e4f953d8fc8355,train
seq_a8be804ed6f324e07dfd,9032,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,9571b6519c4acfb9825e,test
seq_047550dd5da6a4a2d695,9033,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,9a39d8f05a1d0b3c00f4,train
seq_4a4159bfdbcf2c6d2dd5,9034,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,066f9967d5a2af04bd3e,test
seq_9a66349de6e38673c356,9035,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,d80ee55c958156e5b403,train
seq_216b72f8a84de4d4367b,9036,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,907a791d480c67dd6d2d,train
seq_40c2876c63ed4e671a02,9037,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,d557c991b0c8bdbbceb7,train
seq_24574c120849e386eaee,9038,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,bbd4ae2dfd40254d85ea,validation
seq_1961c47437c0a3caeabd,9039,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,e68462b72f0731d67004,train
seq_382dfd1bc585fcc30d88,9040,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,fca1ba10902bad9e6999,validation
seq_770be740ed14ff6e3fe9,9041,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,c5213804811d18f6d089,train
seq_cdbf6125e81ed64453cd,9042,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,95995e1465473ae4af7d,test
seq_9c95a14b83ab95343fcd,9043,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,3ed0bace3921eae63564,validation
seq_6733bea2fe27de3c2304,9044,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,79769999dcc52f768d13,train
seq_3b529954c310df5efaf5,9045,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,bb2dccac3681dbcdb7f7,train
seq_6f75fc69a59b8603016c,9046,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,80dc761e09ec35c77a45,train
seq_5e676b41b4d0b0266f46,9047,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,76133ac7b758fa2d7b9d,train
seq_cea61d8f7c2a2781457b,9048,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,ac9d8cac8b04889355bb,validation
seq_cd6625642992119451ed,9049,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,04e1860a32b8c0942a35,test
seq_eb96de036b43e3d63741,9050,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,193f3ba3f825fc29d2c3,train
seq_6948173cff3db4bf7e64,9051,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,61cbc5a9d59afffcc4f5,train
seq_648cc52b3864aaf25085,9052,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,131599435860c48ab55a,train
seq_7c6f1d1f578e0f9d6841,9053,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,2b391fe6cf585b4e496d,train
seq_50d0bd167e94083b5691,9054,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,914bae5c3ce76a70a050,train
seq_3c54f012a190bac42bb2,9055,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,82e2700615ae89dc7778,train
seq_d72eb96b3cefcc8fee6b,9056,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,30d33bec55e21eefe59c,train
seq_4dcd4963365790d66457,9057,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,db8ca5ef4a1f7f70b2d8,train
seq_96ffe43cc2129755a032,9058,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,cf211e2eae13113f9ddd,train
seq_aea028ee6f105fc8102b,9059,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,209de84fa174b71461b5,test
seq_fe4bbdec6220af16da14,9060,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,d902936cebf4fb49aa35,train
seq_47c6941d0aac4af7ade9,9061,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,00f2ada8cec9c67a6f7a,train
seq_506bf3e8b12cafbf11d9,9062,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,9de6c180500e0ec8f874,test
seq_5c8ce793a3983ce0abfd,9063,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,960f8e7e9b18654ec541,validation
seq_76201fe41f1f067f5247,9064,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,ca185ee400bb90400572,train
seq_47b3fab6cda47e8af737,9065,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,9cc9625ef9bc65365738,train
seq_369597e43f9d3d7706a7,9066,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,2978e6f0801f2113c052,train
seq_c89e7c3abb73112fdf8c,9067,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,fbdf18975c6b65277283,train
seq_85ff6082f3430f0f3256,9068,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,2e53bb0db85ca2d9d0cc,train
seq_25770581a7f9b44bf42c,9069,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,b7d1ed68a2735eed0462,train
seq_ebf75d2f1f93aad0d672,9070,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,214757e067806191e682,train
seq_89204e11b930f9285960,9071,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,8dab34eb43acf7194202,train
seq_d10643aab278c32a4ce6,9072,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,d06c5ea28c05b36c4b7a,train
seq_b30ca307175f2855377c,9073,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,69c5d5d4ca0d3d3435a5,train
seq_d590be9a3a38c2071889,9074,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,f606d219dbabedb8bf4e,train
seq_65f8405f1b5d68491bd6,9075,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,99889e313c0c8858c28f,train
seq_f6fcb3615846512ec67c,9076,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,3b65bbd9a63a1d88660f,train
seq_01f8f64da319879420f3,9077,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,1ee3849e3992b05356ba,train
seq_bb5dcafcdd8dd8dabdee,9078,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,f5f6f977dc08ba1766b5,train
seq_fed71fd5535354627146,9079,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,016f274491532f62f550,validation
seq_fb816e80379f9c1a317c,9080,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,d4966e731ea7634f225f,train
seq_be8fc439709581ec1a12,9081,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,af0295ef757d688961f1,train
seq_f66f872356f9cfa3deef,9082,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,0e66905ee563acb0901e,train
seq_309aad2a100e0f3a19d7,9083,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,fc65269034af8cefde1e,train
seq_99f241d65d3f1b0776ba,9084,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,8622e4011dc615f19c9b,train
seq_f7b76cadf7ecbe804b1b,9085,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,8441781b4b4eaa301d12,train
seq_d12439e98caff58cfdc9,9086,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,040ceb596c836fd21b27,validation
seq_d3a9e0b07dedd7822cdd,9087,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,421a5fd5130eefe9e5c7,train
seq_3f21cb97469c39b5f388,9088,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,84864fdd7bcd844c2b0a,test
seq_7081f4fc8468522c0caa,9089,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,866b3021948007791ba5,train
seq_57e3184232048f9d2241,9090,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,51c43a778c67c1bf0233,validation
seq_ce7642ae3a9ab12be8f3,9091,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,f5f531bfb794d292d2d4,train
seq_f8e18f4456de341851bf,9092,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,c240f32335b8b3ff19e7,train
seq_ccb7ac49ecb1ebf62b6a,9093,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,c959d2707cf7f3e53220,train
seq_b9fab74bff6d5f97d65a,9094,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,fe1bfc3353fc6817a239,train
seq_d38203233b365edfed93,9095,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,39b0eeb94a5171e7ccc4,train
seq_a24cca01f44cbabae812,9096,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,ac27197efadcdc1594d7,train
seq_616f2b83649fc54bfe5d,9097,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,27e209b529c0936745cf,train
seq_c55809dbd2bf4b13dd12,9098,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,12e22e8f2db99d6dc1b7,validation
seq_9d6c7be3ecc33012cc26,9099,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,d68d422055fbbaec47b6,train
seq_933a678a9d4a49576543,9100,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,0bb90fce0570608782bb,train
seq_61d868c38167ae0531f8,9101,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,07612b13af5c295f46b7,validation
seq_2f17d8aa48d57fc1450b,9102,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,b098083cfa6009983e89,train
seq_5abea0561d8d8ebe4723,9103,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,03ca1c61233b9d860b4c,train
seq_020e3ef92bf21ca3dc0b,9104,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,75fe37b484e7f6156b87,train
seq_85ae8468380396d44ca0,9105,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,f1bdbd8293af3cecc11b,train
seq_151aeae252bac1f7caac,9106,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,500054fec175718dd11d,train
seq_581582327d779ab23b88,9107,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,a38247a38025f3e5dd0c,train
seq_1f5d858595155a19b512,9108,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,af2fa1d6b618ce44f694,train
seq_a64dd2c168b3dd4bcb39,9109,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,79acb69039c60c614994,train
seq_da36fc4b0b9edf3d74aa,9110,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,2afd5668544957795e04,train
seq_5db2620b74d3e3e30a6f,9111,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,ad660ef2fc998b78d0ca,train
seq_992b8e579afd5ea6daa2,9112,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,955ff0071522a54e658c,train
seq_9e88ef55aa9e38226fc7,9113,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,15b8e29979c400a191ef,validation
seq_a6dfe35966b2922bf294,9114,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,569b136cb1909b6f0050,validation
seq_e358961b573517e6bd43,9115,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,7960c4e0621f8a95219a,train
seq_eb858563cc2b092502a3,9116,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,dd69301ba8a1436a8959,train
seq_9d6100bcf570e11d969a,9117,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,3153fc1cd19f2fa86902,train
seq_2ef76ef4205750d7963d,9118,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,98e64b08f2bb2793cc95,test
seq_feaf9576fea204a2a797,9119,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,2d7e49e42ae96fa542a9,train
seq_43cd5ce94bae0907e32a,9120,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,e1c3b828cc3f586b3651,train
seq_c6db6096a99c51c40253,9121,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,13adee238079b7127d4d,test
seq_34c34c3d34e345caf369,9122,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,66309e66dfff2c4d0df4,train
seq_3e2d3054dbec7031150d,9123,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,91765e1bb95545b0fbca,train
seq_a5ad35dfe0340ca77cec,9124,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,6c097d7b761f1e71295d,test
seq_cd50f15a775c55953b4d,9125,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,a183e989b68873526c6d,test
seq_a486c215530e5ada7a42,9126,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,16a4d6833ae70eb93950,validation
seq_0dfd07e44c25478c9428,9127,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,54745510d64f72969c72,test
seq_bc5aedc6ced98d0a9e66,9128,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,0265c492619c5e3997f4,train
seq_2269174b9e68cf5ce8af,9129,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,2e5a116b952dd2520638,test
seq_8b7d857002857610d50c,9130,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,af1b99e2a0da7fd11f45,validation
seq_a67db45ab66aff5a003d,9131,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,0128b2bbede9b92334de,train
seq_3948be9f1ce0ea02ac39,9132,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,4b373190c9d4a8883b8e,train
seq_22eba4de6e8f1605e20e,9133,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,6d2168988f30f8a2f483,validation
seq_db2a1732d784da207f6d,9134,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,c472e7a0e10f35bc1030,train
seq_e8b7d85f31f85cf4034d,9135,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,f007b765aa7e21197eed,train
seq_22e3bfadfdd4a412e17b,9136,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,c8cc5ec335b8e815e008,train
seq_ce2fb504f0765048c7de,9137,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,dc5b22f6f718b64125e1,test
seq_39e6096b9dcf9850c924,9138,data\3) finalized\Eukaryotic Species\Animal\Mouse_non_promoter.fasta,eukaryota,Mus musculus,mouse,non-promoter,251,251,0bf46e6b347037582d08,train
